delta_x,delta_v
9.070545,1.8297327
9.261878,-1.5318673
10.351451,3.8466928
12.559743,0.4850927
11.406436,-2.8765073
11.151369,2.5020528
12.015021,-0.8595473
10.618603,-1.9610764
8.481605,-2.3220255
8.781019,3.0565345
10.199154,-0.30506542
8.255689,-3.6666653
7.210463,1.7118946
7.283958,-1.6497054
29.613346,-3.5488627
24.426083,-6.910463
16.97875,-8.0119915
11.588198,-2.6334317
9.813759,-0.8709852
9.224249,-0.29346672
9.023016,-0.10422546
8.949014,-0.04221488
8.916702,-0.021895256
8.898052,-0.015236921
8.883879,-0.013055118
8.871172,-0.012340184
8.858946,-0.012105915
8.846878,-0.01202915
8.834861,-0.0120039955
8.822861,-0.011995752
8.810866,-0.0119930515
8.798874,-0.011992167
8.786881,-0.011991876
8.77489,-0.011991781
8.762898,-0.01199175
8.750906,-0.01199174
8.7389145,-0.0119917365
8.726923,-0.011991736
8.7149315,-0.011991736
8.702939,-0.011991736
8.690948,-0.011991736
8.678956,-0.011991736
8.666965,-0.011991736
8.654972,-0.011991736
30.125757,-2.8646767
25.62268,-6.226277
18.859531,-7.327806
14.153167,-1.9492458
13.062914,-0.1867993
11.237715,-3.5483992
10.310756,1.8301607
10.502516,-1.5314393
8.434206,-2.6329684
8.422678,2.7455916
9.529869,-0.6160084
8.37699,-1.7175375
9.280892,3.6610224
11.3035145,0.2994225
9.964538,-3.0621774
9.5238,2.3163824
10.201782,-1.0452175
8.619694,-2.1467466
9.094387,3.2318134
10.687801,-0.12978657
8.919615,-3.4913867
8.049667,1.8871734
8.298441,-1.4744266
9.445455,3.9041333
11.711188,0.54253346
10.615321,-2.8190665
10.417695,2.5594935
11.338788,-0.80210656
9.999811,-1.9036356
10.717615,3.4749243
27.808935,-2.0700917
24.100445,-5.4316916
18.131882,-6.533221
14.220101,-1.1546607
13.924434,0.6077858
12.89382,-2.7538142
9.603134,-3.8553433
8.369231,1.5232167
8.254047,-1.8383833
9.037105,3.5401766
10.938881,0.17857674
9.479058,-3.1830232
8.917475,2.1955366
9.474611,-1.1660633
10.929988,4.2124968
13.504085,0.8508967
12.716581,-2.5107033
9.669007,-3.6122324
8.678215,1.7663276
8.806143,-1.5952723
9.832311,3.7832875
11.977198,0.42168763
10.760486,-2.9399123
10.442014,2.4386477
11.242261,-0.92295235
9.782437,-2.0244815
10.379396,3.3540785
12.095075,-0.0075214445
10.449154,-3.3691216
9.701472,2.0094385
30.051208,-1.494464
26.918344,-4.856064
21.52541,-5.957593
15.391895,-6.318542
11.694793,-0.9399822
11.613804,0.82246435
10.797869,-2.5391357
10.880173,2.8394244
12.081198,-0.5221756
9.920622,-3.8837757
8.658286,1.4947844
8.51467,-1.8668157
9.269295,3.5117443
11.142639,0.15014437
9.654384,-3.2114556
9.064368,2.1671045
9.593072,-1.1944957
11.020017,4.1840644
13.565681,0.82246435
12.749745,-2.5391357
9.6737385,-3.6406648
8.654514,1.7378953
8.754009,-1.6237047
9.751744,3.7548554
11.8682,0.39325526
10.623055,-2.9683447
10.276151,2.4102154
11.047966,-0.9513847
9.5597105,-2.052914
10.128236,3.3256462
32.72189,-2.4538865
28.629602,-5.8154864
22.277245,-6.9170156
15.184307,-7.2779646
10.527782,-1.8994048
9.487371,-0.1369582
7.7120132,-3.4985583
6.834895,1.8800018
7.0764966,-1.4815981
8.216338,3.896962
10.4749,0.5353618
9.371862,-2.8262382
9.167064,2.552322
10.080986,-0.8092782
8.734837,-1.9108073
9.44547,3.4677527
11.274822,0.10615272
9.742575,-3.2554474
9.108567,2.1231127
9.59328,-1.2384872
10.9762335,4.140073
13.477905,0.7784727
12.617978,-2.5831273
9.49798,-3.6846564
8.434764,1.6939037
8.490268,-1.6676964
9.444011,3.7108636
11.516475,0.34926364
10.227339,-3.0123363
9.836442,2.3662236
29.603567,-1.3656354
26.599531,-4.7272353
21.335424,-5.8287644
15.330738,-6.1897135
11.762465,-0.8111536
9.312911,-4.172754
7.7615976,1.2058064
7.329004,-2.1557937
7.79465,3.2227664
9.379017,-0.1388336
8.703312,-1.2403626
10.08439,4.1381974
12.584187,0.7765973
11.722384,-2.5850027
8.600511,-3.6865318
7.5354185,1.6920283
7.589047,-1.6695718
8.5409155,3.7089882
10.611504,0.34738824
9.320492,-3.0142117
8.92772,2.3643482
9.653668,-0.99725175
11.277857,4.381308
14.020764,1.0197083
13.402073,-2.3418918
10.52331,-3.443421
9.701329,1.9351392
9.998069,-1.4264609
11.193048,3.952099
13.506746,0.59049916
31.198484,-3.0076866
26.552397,-6.3692865
19.64624,-7.4708157
14.7968645,-2.0922556
13.563602,-0.32980907
11.595393,-3.691409
10.525424,1.687151
10.574175,-1.6744491
8.362855,-2.775978
8.208317,2.6025817
9.172499,-0.7590182
11.034921,4.6195416
14.016063,1.2579418
13.635605,-2.1036582
10.995075,-3.2051873
10.411328,2.1733727
10.9463005,-1.1882273
9.221203,-2.2897563
9.552886,3.0888038
11.00329,-0.27279633
9.092093,-3.6343963
8.079138,1.7441636
8.184901,-1.6174363
9.188905,3.7611237
11.311628,0.39952368
10.072752,-2.9620764
9.732116,2.4164836
10.5102,-0.94511634
9.028213,-2.0466454
9.603006,3.3319147
31.5731,-2.2548711
27.679827,-5.6164713
21.526485,-6.7180004
14.632563,-7.0789495
10.175054,-1.7003894
11.096105,3.6781707
13.135875,0.31657064
11.814046,-3.0450294
8.232145,-4.1465583
6.707027,1.2320015
8.798022,2.9944482
10.15407,-0.36715192
8.148519,-3.728752
7.0412064,1.649808
7.052614,-1.7117919
7.9622626,3.666768
9.99063,0.3051681
8.657398,-3.056432
8.222406,2.322128
8.906135,-1.0394719
10.488103,4.339088
13.188791,0.9774881
12.527879,-2.384112
9.606896,-3.485641
8.742695,1.8929191
8.997214,-1.468681
10.149973,3.909879
12.4214525,0.548279
11.331331,-2.8133209
11.13945,2.565239
31.728895,-2.0781403
28.012356,-5.43974
22.035744,-6.5412693
15.318554,-6.9022183
11.037775,-1.5236583
10.373111,0.23878822
8.973498,-3.1228118
8.472127,2.2557483
9.089475,-1.1058518
10.605063,4.2727084
13.239371,0.9111082
12.512079,-2.4504917
9.524717,-3.5520208
8.594136,1.8265392
8.782275,-1.5350609
9.868654,3.8434992
12.073753,0.48189914
10.917253,-2.879701
10.658992,2.4988592
11.519451,-0.8627409
10.119839,-1.96427
10.777009,3.41429
12.552899,0.05269004
10.967189,-3.30891
10.279719,2.06965
10.710969,-1.29195
8.882149,-2.393479
9.110109,2.985081
10.45679,-0.37651905
8.441872,-3.7381191
31.424679,-2.4909296
27.29535,-5.8525295
20.905949,-6.9540586
13.775969,-7.3150077
9.082401,-1.9364476
9.767393,3.4421122
11.571106,0.08051232
10.013218,-3.2810876
9.35357,2.0974724
9.812642,-1.2641277
11.169955,4.1144323
13.6459875,0.7528323
12.76042,-2.6087677
9.614781,-3.7102969
8.525924,1.6682632
8.555787,-1.6933367
9.483891,3.6852233
11.530714,0.32362324
10.215937,-3.0379767
9.7994,2.3405833
10.501583,-1.0210167
8.943696,-2.122546
9.44259,3.256014
11.0602045,-0.10558586
9.316218,-3.4671857
8.470472,1.9113741
8.743446,-1.4502258
9.91466,3.9283342
12.204595,0.56673414
11.132929,-2.7948658
30.345701,-3.1569571
25.550344,-6.518557
18.494917,-7.620086
13.49627,-2.2415264
12.113738,-0.47907972
9.996258,-3.8406796
8.777019,1.5378803
8.676498,-1.8237197
9.474218,3.5548403
11.390659,0.19324028
9.945499,-3.1683598
9.39858,2.2102003
9.97038,-1.1513997
8.282109,-2.2529287
8.65062,3.125631
10.137852,-0.2359688
8.263483,-3.5975688
7.287354,1.7809912
7.4299455,-1.5806088
8.470777,3.7979512
10.630327,0.4363512
9.428279,-2.9252489
9.12447,2.4533112
9.939382,-0.9082888
8.494222,-2.0098178
9.105844,3.3687422
10.836185,0.0071421093
9.204927,-3.3544579
8.4719095,2.0241022
8.857612,-1.337498
31.010176,-2.351659
27.020117,-5.713259
20.769987,-6.8147883
13.779278,-7.1757374
9.22498,-1.7971772
10.049243,3.5813828
11.992226,0.21978284
10.573609,-3.141817
10.053232,2.2367427
10.651574,-1.1248572
8.989846,-2.2263863
9.3849,3.1521738
10.898674,-0.20942625
9.050848,-3.5710263
8.101261,1.8075337
8.270395,-1.5540663
9.3377695,3.8244936
11.523863,0.46289375
10.348356,-2.8987062
10.071091,2.4798539
10.912544,-0.88174623
9.493927,-1.9832753
10.1320915,3.3952847
11.888976,0.033684663
10.284261,-3.3279154
9.5777855,2.0506446
9.99003,-1.3109553
8.142204,-2.4124844
8.351159,2.9660757
9.678835,-0.3955244
30.318794,-1.2094511
27.470943,-4.571051
22.36302,-5.6725802
16.514519,-6.0335293
13.102429,-0.6549692
10.80906,-4.016569
9.413931,1.3619908
9.137522,-1.9996092
9.759353,3.3789508
11.499904,0.017350795
9.878854,-3.3442492
9.156045,2.0343108
9.551956,-1.3272892
10.846107,4.051271
13.258977,0.6896708
12.310248,-2.6719291
9.101448,-3.7734582
7.9494295,1.6051017
7.9161315,-1.7564983
8.781074,3.6220617
10.764735,0.26046172
9.386797,-3.1011384
8.907098,2.2774217
9.54612,-1.0841783
11.083382,4.2943816
13.739364,0.9327817
13.033745,-2.4288182
10.068056,-3.5303473
9.159148,1.8482126
9.368961,-1.5133873
28.509771,-1.4805484
25.390823,-4.8421483
20.011803,-5.9436774
13.892204,-6.3046265
10.209018,-0.9260666
10.141945,0.83637995
9.339925,-2.5252202
9.436145,2.85334
10.651084,-0.50826
8.504424,-3.86986
7.2560043,1.5087
7.126304,-1.8529
7.894844,3.52566
9.7821045,0.16405997
8.307764,-3.19754
7.731664,2.18102
8.274284,-1.18058
9.715144,4.19798
12.274724,0.83637995
11.472704,-2.5252202
8.410613,-3.626749
7.405304,1.7518109
7.518715,-1.6097891
8.530366,3.768771
10.660736,0.40717086
9.429507,-2.9544291
9.0965185,2.424131
9.882249,-0.9374691
8.407909,-2.0389981
8.990351,3.3395617
32.13909,-1.8313776
28.669312,-5.1929774
22.939465,-6.2945065
16.469034,-6.6554556
12.4350195,-1.2768958
12.017117,0.48555076
10.864267,-2.8760493
10.609658,2.5025108
11.473769,-0.85908926
10.077809,-1.9606184
10.738631,3.4179416
12.518172,0.056341678
10.936114,-3.3052583
10.2522955,2.0733018
10.687198,-1.2882984
8.862028,-2.3898275
9.093641,2.9887326
10.443974,-0.3728674
8.432706,-3.7344675
7.319679,1.6440926
7.3253713,-1.7175074
8.229303,3.6610527
10.251956,0.2994526
8.913009,-3.0621474
8.4723015,2.3164127
9.150314,-1.0451874
10.726566,4.3333726
13.421539,0.9717726
12.754912,-2.3898275
9.828214,-3.4913566
28.5815,-3.7456765
24.835823,-3.7456765
21.090147,-3.7456765
17.344471,-3.7456765
13.598794,-3.7456765
9.853117,-3.7456765
8.728881,1.6328835
8.723365,-1.7287165
9.616088,3.6498435
11.627531,0.28824356
10.277375,-3.0733564
9.825459,2.3052034
10.492262,-1.0563965
8.898994,-2.1579256
9.362509,3.2206345
10.944744,-0.14096554
9.165379,-3.5025656
8.284252,1.8759944
8.521847,-1.4856055
9.657681,3.8929543
11.912236,0.5313545
10.80519,-2.8302455
10.596385,2.5483146
11.506299,-0.8132855
10.156143,-1.9148146
10.862768,3.4637454
12.688114,0.102145374
11.151859,-3.2594547
10.5138445,2.1191053
10.99455,-1.2424946
32.542343,-2.0012302
28.902714,-5.36283
23.003012,-6.4643593
16.362732,-6.8253083
12.158863,-1.4467484
11.571108,0.31569818
10.248406,-3.0459018
9.823944,2.3326583
10.518203,-1.0289419
8.95239,-2.130471
9.443359,3.248089
11.053048,-0.11351091
9.301137,-3.475111
8.447466,1.903449
8.712516,-1.4581509
9.875805,3.9204092
12.157814,0.5588091
11.078222,-2.8027909
10.896872,2.5757692
11.834241,-0.7858309
9.41001,-4.147431
7.884019,1.231129
7.476748,-2.130471
7.967717,3.248089
9.577406,-0.11351091
7.8254952,-3.475111
6.9718246,1.903449
7.2368736,-1.4581509
8.400163,3.9204092
10.682172,0.5588091
32.11863,-3.6078584
26.872372,-6.9694586
19.366041,-8.070988
13.916494,-2.6924274
12.08306,-0.9299809
11.434554,-0.3524624
9.443692,-3.7140625
8.351069,1.6644976
8.377167,-1.6971024
9.301505,3.6814575
11.344563,0.3198576
10.02602,-3.0417423
9.605718,2.3368175
10.304135,-1.0247824
8.742482,-2.1263115
9.237611,3.2522485
10.851459,-0.10935149
9.103707,-3.4709516
8.254196,1.9076085
8.523404,-1.4539915
9.690853,3.9245684
11.977021,0.5629685
10.90159,-2.7986314
10.724399,2.5799284
11.665927,-0.7816715
9.245855,-4.1432714
7.724024,1.2352885
7.3209124,-2.1263115
7.816041,3.2522485
9.42989,-0.10935149
30.375975,-2.8564014
25.881172,-6.2180014
19.1263,-7.3195305
14.42821,-1.9409705
13.346233,-0.17852397
11.529309,-3.540124
10.610625,1.838436
10.810661,-1.5231639
8.750627,-2.6246932
8.747374,2.753867
9.862841,-0.6077331
8.718236,-1.7092621
9.630414,3.669298
11.661312,0.30769786
10.33061,-3.0539021
9.898148,2.324658
10.584406,-1.0369421
9.010592,-2.1384711
9.493561,3.2400887
11.09525,-0.12151123
9.335339,-3.4831111
8.473667,1.8954488
8.730717,-1.4661512
9.886005,3.9124088
12.160014,0.5508088
11.072423,-2.8107913
10.883071,2.5677688
11.81244,-0.7938312
9.380209,-4.1554313
7.8462176,1.2231288
30.337458,-3.7335744
26.603884,-3.7335744
22.870308,-3.7335744
19.136734,-3.7335744
15.40316,-3.7335744
11.669585,-3.7335744
10.557451,1.6449856
10.564036,-1.7166145
8.310551,-2.8181436
8.113848,2.5604165
9.035864,-0.8011836
10.85612,4.5773764
13.795096,1.2157764
13.372473,-2.1458235
10.689778,-3.2473526
10.063866,2.1312072
10.556673,-1.2303927
8.78941,-2.3319218
9.078928,3.0466383
10.487166,-0.31496173
8.533805,-3.6765618
7.478683,1.7019982
7.542281,-1.6596017
8.504119,3.7189581
10.584678,0.35735825
9.303636,-3.0042417
8.920835,2.3743184
9.656753,-0.98728174
11.290911,4.3912783
14.043789,1.0296782
33.644524,-1.3808776
30.625248,-4.7424774
25.3459,-5.8440065
19.32597,-6.2049556
13.063369,-6.3232317
9.361577,-0.9446715
11.038345,4.4338884
13.833834,1.0722885
13.267722,-2.2893114
10.44154,-3.3908405
9.672139,1.9877194
10.021459,-1.3738806
11.269018,4.004679
13.635298,0.6430794
12.639977,-2.7185206
9.384585,-3.8200498
8.185976,1.5585103
8.106087,-1.8030896
8.924437,3.5754702
10.861507,0.21387033
9.436977,-3.1477296
8.910687,2.2308304
9.503118,-1.1307697
10.993789,4.2477903
13.603179,0.8861903
12.850969,-2.4754097
9.838688,-3.5769389
8.883189,1.8016212
9.046411,-1.5599787
10.107872,3.8185813
28.576094,-1.8502197
25.087475,-5.2118196
19.338783,-6.313349
12.849513,-6.674298
8.796656,-1.2957379
10.122357,4.0828223
12.566779,0.72122216
11.649602,-2.6403778
8.472353,-3.741907
7.3518863,1.6366531
7.350139,-1.7249469
8.246633,3.653613
10.261846,0.2920131
8.915459,-3.069587
8.467312,2.308973
9.137885,-1.0526268
10.706697,4.325933
13.394231,0.9643331
12.720164,-2.3972669
9.786026,-3.498796
8.90867,1.879764
9.150034,-1.481836
10.2896385,3.896724
12.547962,0.535124
11.444686,-2.826476
11.239651,2.552084
12.153335,-0.809516
9.705419,-4.171116
8.155743,1.2074441
7.7247863,-2.154156
28.108786,-2.6051056
23.86528,-5.966706
17.361704,-7.068235
12.914908,-1.6896747
12.084228,0.07277183
10.5185995,-3.2888281
9.851211,2.089732
10.302543,-1.2718681
8.493804,-2.3733974
8.741847,3.0051627
10.108609,-0.35643727
8.113772,-3.7180374
7.0171747,1.6605227
7.0392976,-1.7010772
7.9596605,3.6774828
9.998743,0.31588274
8.676226,-3.0457172
8.251948,2.3328428
8.946391,-1.0287572
10.539074,4.349803
13.250477,0.98820275
12.60028,-2.3733974
9.690011,-3.4749262
8.836525,1.9036337
9.101759,-1.4579663
10.265232,3.9205937
12.547426,0.55899364
11.4680195,-2.8026063
8.128542,-3.9041355
6.845847,1.4744246
31.456606,-2.0318072
27.786398,-5.3934073
21.856121,-6.4949365
15.185262,-6.8558855
10.950817,-1.4773253
10.332485,0.28512123
8.979206,-3.0764787
8.524167,2.302081
9.187848,-1.0595188
10.74977,4.3190413
13.430411,0.9574412
12.749453,-2.4041588
9.808422,-3.505688
8.924174,1.8728721
9.158647,-1.4887278
10.291359,3.889832
12.542791,0.52823216
11.432623,-2.8333678
11.2206955,2.5451922
12.127487,-0.81640786
9.67268,-4.178008
8.116112,1.2005521
7.6782637,-2.161048
8.138656,3.2175121
9.717768,-0.14408787
7.9352803,-3.505688
7.0510325,1.8728721
7.2855043,-1.4887278
8.418217,3.889832
10.669649,0.52823216
26.664465,-3.8466537
22.81781,-3.8466537
18.971157,-3.8466537
15.124503,-3.8466537
11.277849,-3.8466537
10.052636,1.5319062
9.946142,-1.8296937
10.737888,3.5488663
12.648355,0.18726628
11.197221,-3.1743338
10.644327,2.2042263
11.210154,-1.1573737
9.515909,-2.2589028
9.878447,3.1196573
11.359703,-0.24194281
9.479361,-3.6035428
8.497257,1.7750171
8.633875,-1.5865828
9.668732,3.7919772
11.8223095,0.4303772
10.614286,-2.931223
10.304503,2.4473372
11.1134405,-0.91426283
9.662307,-2.015792
10.267955,3.3627682
11.992323,0.0011680983
10.355091,-3.360432
9.616099,2.0181282
9.995828,-1.3434719
8.115485,-2.445001
32.561543,-2.6390235
28.284119,-6.0006237
21.746624,-7.102153
14.46855,-7.463102
9.626888,-2.0845418
10.163786,3.2940183
11.819405,-0.06758168
10.113423,-3.4291816
9.305681,1.9493784
9.616659,-1.4122217
10.825878,3.9663384
13.153816,0.6047383
12.120154,-2.7568617
8.826422,-3.8583908
7.5894713,1.5201693
7.4712405,-1.8414308
8.251249,3.5371292
10.149979,0.17552923
8.687108,-3.1860707
8.122478,2.1924891
8.676566,-1.1691108
10.128896,4.2094493
12.699945,0.84784925
11.909394,-2.5137508
8.858772,-3.61528
7.8649325,1.7632802
7.989813,-1.5983199
9.012933,3.78024
11.154773,0.41864014
9.935013,-2.9429598
31.990437,-3.42573
26.926306,-6.78733
19.602104,-7.8888593
14.334685,-2.5102992
12.68338,-0.7478526
10.297128,-4.1094527
8.809114,1.2691073
8.439822,-2.0924926
8.968769,3.2860672
10.616437,-0.07553264
8.902504,-3.4371326
8.086811,1.9414274
8.389839,-1.4201727
9.591106,3.9583874
11.911094,0.5967874
10.869481,-2.7648127
10.726109,2.6137474
11.701456,-0.7478526
9.315203,-4.1094527
7.8271904,1.2691073
7.4578977,-2.0924926
7.986845,3.2860672
9.634513,-0.07553264
7.92058,-3.4371326
7.1048875,1.9414274
7.4079146,-1.4201727
8.609182,3.9583874
10.92917,0.5967874
9.887557,-2.7648127
9.7441845,2.6137474
33.01546,-2.2157044
29.161358,-5.5773044
23.047182,-6.6788335
16.192427,-7.0397825
11.774084,-1.6612225
10.971855,0.10122403
9.434679,-3.260376
8.795744,2.118184
9.275528,-1.243416
10.653552,4.135144
13.150295,0.773544
12.2854395,-2.588056
9.160513,-3.689585
8.092368,1.688975
8.142942,-1.6726251
9.091758,3.705935
11.159292,0.34433493
9.865228,-3.017265
9.469402,2.361295
10.192297,-1.000305
8.655122,-2.101834
9.174727,3.2767258
10.813053,-0.08487415
9.089779,-3.446474
8.264745,1.9320859
8.558431,-1.4295142
9.750357,3.949046
12.061003,0.58744586
11.010048,-2.7741542
10.857334,2.6044059
29.804464,-1.6366993
26.529366,-4.998299
20.994196,-6.0998282
14.718445,-6.4607773
10.879107,-1.0822175
10.655884,0.6802291
9.697713,-2.681371
9.637782,2.697189
10.696571,-0.6644109
8.39376,-4.026011
6.989189,1.3525491
6.703338,-2.0090508
7.315727,3.3695092
9.046837,0.007909121
8.517875,-1.09362
10.045694,4.2849402
12.692235,0.92334
11.977175,-2.43826
9.002044,-3.539789
8.083694,1.838771
8.284066,-1.522829
9.382677,3.855731
11.600008,0.49413094
10.455739,-2.867469
10.209709,2.511091
11.0824,-0.85050905
9.695021,-1.9520382
10.364423,3.4265218
12.152544,0.064921856
10.579066,-3.296678
29.108006,-3.4413695
24.028236,-6.8029695
16.688396,-7.9044986
11.405337,-2.5259385
9.738392,-0.76349205
9.256374,-0.18597355
9.162635,0.0032676968
9.196126,0.06527827
7.623004,-3.2963216
6.9481225,2.0822382
7.3919606,-1.2793617
8.734039,4.0991983
11.194838,0.7375983
10.294035,-2.6240017
10.291473,2.7545583
11.407632,-0.6070417
9.16219,-3.9686418
7.8149886,1.4099183
7.586507,-1.9516817
8.256265,3.4268782
10.044744,0.06527827
8.4716215,-3.2963216
7.79674,2.0822382
8.240578,-1.2793617
9.582656,4.0991983
12.043454,0.7375983
11.1426525,-2.6240017
11.140091,2.7545583
12.256249,-0.6070417
10.010808,-3.9686418
29.935781,-1.529111
26.76827,-4.890711
21.340689,-5.99224
15.172526,-6.353189
11.440778,-0.97462916
11.325142,0.78781736
10.474559,-2.5737827
10.522217,2.8047774
11.688594,-0.55682266
9.493371,-3.9184227
8.196388,1.4601374
8.018126,-1.9014627
8.738103,3.4770973
10.5768,0.11549736
9.053898,-3.2461026
8.429235,2.1324573
8.923293,-1.2291427
10.31559,4.1494174
12.826608,0.78781736
11.976025,-2.5737827
8.865372,-3.6753118
7.8114996,1.7032483
7.876348,-1.6583518
8.839437,3.7202082
10.921245,0.35860828
9.641453,-3.0029917
9.259901,2.3755684
9.997069,-0.9860317
8.474167,-2.087561
9.008046,3.2909992
30.736,-2.2674856
26.830114,-5.6290855
20.664158,-6.7306147
13.757622,-7.0915637
9.287498,-1.7130036
10.195934,3.6655564
12.223091,0.30395633
10.888647,-3.0576437
10.452443,2.3209164
11.13496,-1.0406836
9.557405,-2.1422129
10.036633,3.2363472
11.63458,-0.12525275
9.870927,-3.4868526
9.005514,1.8917073
9.2588215,-1.4698927
10.410369,3.9086673
12.680635,0.5470672
11.589303,-2.8145328
8.2379,-3.9160619
6.9432774,1.4624982
6.767376,-1.8991019
7.4897137,3.479458
9.330772,0.11785816
7.8102303,-3.2437418
7.187928,2.134818
7.6843467,-1.2267818
9.079004,4.151778
11.592382,0.7901782
10.744161,-2.5714219
27.858805,-2.9137352
23.30667,-6.2753353
16.494463,-7.3768644
11.739039,-1.9983042
10.599729,-0.23585771
8.725471,-3.5974576
7.749453,1.7811023
7.892155,-1.5804977
8.933098,3.7980623
11.09276,0.43646228
9.890822,-2.9251378
9.587125,2.4534223
10.402146,-0.90817773
8.957098,-2.0097067
9.568831,3.368853
11.299285,0.0072532054
9.668138,-3.3543468
8.935231,2.0242133
9.321044,-1.3373868
10.605097,4.041173
13.007871,0.6795732
12.049044,-2.6820269
8.830146,-3.783556
7.6680303,1.5950041
7.6246343,-1.7665958
8.479478,3.6119642
10.453042,0.25036412
9.065006,-3.1112359
8.575211,2.2673242
9.204135,-1.0942758
33.617493,-1.222549
30.756544,-4.584149
25.635525,-5.685678
19.773924,-6.046627
13.669651,-6.1649027
10.126188,-0.7863429
10.198839,0.97610366
9.536542,-2.3854964
9.772486,2.9930637
11.12715,-0.36853635
9.1202135,-3.7301364
8.011517,1.6484237
8.021541,-1.7131764
8.929804,3.6653836
10.956788,0.30378366
9.622171,-3.0578163
9.185795,2.3207436
9.868139,-1.0408564
8.290412,-2.1423855
8.769466,3.2361746
10.367241,-0.12542544
8.6034155,-3.4870255
7.7378297,1.8915346
7.9909644,-1.4700655
9.142339,3.9084945
11.412434,0.54689455
10.320928,-2.8147054
10.127663,2.5638545
11.053117,-0.79774547
9.718501,-1.8992746
28.131882,-1.6615729
24.83191,-5.023173
19.271864,-6.124702
12.971241,-6.485651
9.10703,-1.1070911
10.621379,4.271469
13.254448,0.9098689
12.525916,-2.4517312
9.537314,-3.55326
8.6054945,1.8252999
8.792394,-1.5363002
9.877534,3.84226
12.081394,0.4806598
10.923654,-2.8809402
10.664153,2.4976199
11.523374,-0.8639802
10.122522,-1.9655093
10.778453,3.4130507
12.553103,0.051450726
10.966154,-3.3101492
10.277445,2.0684106
10.707456,-1.2931893
8.877396,-2.3947184
9.104117,2.9838417
10.449559,-0.37775835
8.4334,-3.7393584
7.315482,1.6392016
7.3162837,-1.7223984
8.215325,3.6561615
10.233087,0.29456162
32.34874,-1.2448429
29.465496,-4.606443
24.322182,-5.707972
18.438288,-6.068921
12.311721,-6.1871967
8.745964,-0.80863684
10.558767,4.569923
13.490291,1.2083231
13.060213,-2.153277
10.370066,-3.254806
9.7367,2.123754
10.222054,-1.237846
8.447337,-2.339375
8.729402,3.039185
10.130187,-0.32241505
8.169372,-3.684015
7.1067967,1.6945449
7.1629415,-1.667055
8.117327,3.711505
10.190432,0.34990495
8.901937,-3.0116951
8.511682,2.366865
9.240147,-0.99473506
10.866852,4.383825
13.612276,1.0222249
12.996101,-2.339375
10.119855,-3.4409041
9.300391,1.9376558
9.599647,-1.4239441
10.797143,3.9546158
34.442047,-1.1304135
31.673231,-4.4920135
26.644348,-5.5935426
20.874884,-5.9544916
14.862745,-6.0727673
11.411418,-0.69420743
9.078811,-4.0558076
7.644443,1.3227526
7.328796,-2.0388474
7.9113884,3.3397126
9.612701,-0.021887403
7.9524136,-3.3834875
7.1903663,1.9950726
7.547039,-1.3665274
8.801951,4.0120325
11.175584,0.6504326
10.187616,-2.7111673
10.097889,2.6673925
11.126882,-0.69420743
8.794274,-4.0558076
7.359907,1.3227526
7.0442595,-2.0388474
7.626852,3.3397126
9.328165,-0.021887403
7.667877,-3.3834875
6.90583,1.9950726
7.2625027,-1.3665274
8.517415,4.0120325
10.8910475,0.6504326
9.90308,-2.7111673
28.109793,-3.1786041
23.29279,-6.540204
16.215714,-7.641733
11.19542,-2.263173
9.791241,-0.5007266
9.571989,0.07679192
8.010382,-3.2848082
7.3470135,2.093752
7.8023653,-1.2678481
9.155957,4.110712
11.628269,0.7491119
10.738981,-2.612488
10.747932,2.766072
11.875605,-0.59552807
9.641677,-3.957128
8.305988,1.4214319
8.089021,-1.9401681
8.770292,3.438392
10.570284,0.07679192
9.008677,-3.2848082
8.345308,2.093752
8.80066,-1.2678481
10.154252,4.110712
12.626564,0.7491119
11.737276,-2.612488
8.587916,-3.7140172
7.49534,1.6645428
7.5214825,-1.6970571
8.445866,3.6815028
10.488968,0.31990284
31.548235,-3.184962
26.724873,-6.546562
19.64144,-7.648091
14.614788,-2.269531
13.20425,-0.50708455
11.058766,-3.8686845
9.811522,1.5098754
9.682997,-1.8517245
10.452713,3.5268354
12.341148,0.16523546
10.867984,-3.1963646
10.293059,2.1821954
10.836854,-1.1794045
9.120579,-2.2809336
9.461085,3.0976264
10.920312,-0.26397362
9.017938,-3.6255736
8.013804,1.7529864
8.128391,-1.6086136
9.141217,3.7699463
11.272763,0.40834638
10.04271,-2.9532535
9.7108965,2.4253063
10.497803,-0.9362936
9.024638,-2.0378227
9.608255,3.3407373
11.310593,-0.02086271
9.65133,-3.3824627
8.890307,1.9960973
9.248005,-1.3655027
28.773724,-2.1714644
24.96386,-5.5330644
18.893923,-6.6345935
14.88077,-1.2560337
14.483729,0.5064129
13.351743,-2.8551872
9.959684,-3.9567163
8.624408,1.4218438
8.407852,-1.9397562
9.089536,3.438804
10.889939,0.07720381
9.328743,-3.2843962
8.665788,2.094164
9.1215515,-1.2674361
10.475554,4.111124
12.948278,0.7495238
12.059402,-2.6120763
8.910456,-3.7136052
7.81829,1.6649548
7.844845,-1.6966453
8.76964,3.6819148
10.813154,0.32031474
9.495069,-3.0412853
9.075224,2.3372748
9.774098,-1.0243253
8.212902,-2.1258543
8.7084875,3.2527056
10.322794,-0.10889436
8.5755,-3.4704943
7.7264447,1.9080657
29.459572,-2.0472336
