,episode,d_v,v,d_d
0,1,-1.3972470925919076,14.998800033559126,9.983754146967529
0,1,0.6994692328239598,12.903981537219671,9.865137165035375
0,1,-1.3807189754069285,14.988029653335598,9.717724663103356
0,1,0.6160894943489463,12.994618655330388,9.515859928667652
0,1,-0.02489239824594236,13.63880840433951,9.591985985445223
0,1,0.05688888350817045,13.55822961810904,9.686521200773422
0,1,0.17533607503261628,13.439391581315622,9.736748917645315
0,1,0.1160907620130267,13.49850965266779,9.793932510523907
0,1,0.11235281109949469,13.502455590949081,9.858626178434914
0,1,0.1294141897518326,13.48533783669749,9.918460650216968
0,1,0.11919672302533257,13.495548886611182,9.978286688121617
0,1,0.1186062053026582,13.495846588942644,10.039044976989205
0,1,0.12183909695394846,13.493391437620891,10.09882167345252
0,1,0.12501240851610973,13.4940656552606,10.158489914011488
0,1,0.12772640654915257,13.499112385282587,10.22009878045475
0,1,0.12754333649981575,13.495192084079356,10.28263243280534
0,1,0.11428660126836654,13.50595592229967,10.350026342708384
0,1,-1.409385393141795,15.039863656137186,10.029199942819938
0,1,0.6634408582387668,12.96798561190076,9.906788045645618
0,1,-1.4009002395828904,15.029045175668028,9.739397255426116
0,1,1.043345181894832,12.5852522239477,9.59764769098726
0,1,-0.9215354963871629,14.56097408862879,9.7782684732996
0,1,0.38580051746212085,13.249179364719096,9.436764667248895
0,1,-0.08928475580171913,13.728974108015237,9.593824544323427
0,1,0.179044677851536,13.462750210873871,9.659049469464824
0,1,0.15584660126394034,13.4880209852632,9.707108966071848
0,1,0.10560270376497094,13.540107371639994,9.77721138556905
0,1,0.13095053760701525,13.516705533833596,9.841096217670676
0,1,0.1312880182721372,13.518956842339401,9.903081844050776
0,1,0.12285582370271442,13.52931391020147,9.966913039865036
0,1,0.12860123156862358,13.525222684390494,10.031150987668427
0,1,0.12863408860371095,13.527843448898505,10.094999702592938
0,1,0.12802021018943321,13.53050396454618,10.15938224897799
0,1,0.12836865451865265,13.531435839615078,10.223813419612727
0,1,0.1264258250709247,13.533800056966266,10.288512877140535
0,1,0.1258140121527891,13.534500645860444,10.352015823780572
0,1,-1.4055597597405711,15.065825442855283,10.033123291261353
0,1,0.6585875003415644,13.001674205162686,9.919512081664994
0,1,-1.812598803329612,15.472888307791473,9.685548401166965
0,1,0.4947669795774754,13.16550349763644,9.288691464313837
0,1,-0.1036172169691767,13.762635213612441,9.42381319695944
0,1,0.12706040897118065,13.528633267360634,9.504351731822489
0,1,0.18801526214435782,13.464923133058058,9.550428214846647
0,1,0.08111428456721725,13.56960270888403,9.620351353574724
0,1,0.1300196597157175,13.519000605962686,9.685573831450384
0,1,0.12740991956134273,13.519383233834892,9.74469298964215
0,1,0.11783997936873725,13.525815578615894,9.806852128748563
0,1,0.12067571948607636,13.52044742187706,9.868869713345902
0,1,0.12017912387472407,13.518732144865007,9.93008565198418
0,1,0.12018231434780624,13.517231343501285,9.99105857584511
0,1,0.12041475678958058,13.514383616384185,10.05197736737433
0,1,1.5052772582365552,12.126436851268414,10.500239043396034
0,1,-0.39866502289218175,14.027607421528419,10.829148552677195
