,episode,d_v,v,d_d
0,1,4.897091697369573,15.121801160831387,38.50462614785688
0,1,7.015838144417617,5.927782916249389,41.619097678779184
0,1,3.8663319985763502,6.862021081330989,44.02587526599963
0,1,1.798522600471511,10.52928322869143,45.35083089723792
0,1,0.6697782870052613,13.280860302672021,45.950108237032275
0,1,-0.17177311407753848,13.709674729086501,45.998890949755044
0,1,-1.4023509303799706,14.952396543796494,45.69744524467004
0,1,-2.204933620299368,15.81252220819289,44.8161737586012
0,1,-2.898054253603709,16.4821263377903,43.72264548850002
0,1,-4.0840705906082455,17.665004454507457,41.732454755979504
0,1,-3.596451769770928,17.17793837008572,40.079850987468426
0,1,-6.299138043746526,19.876690259706546,37.59283282673322
0,1,-6.861113492978646,20.436910609324592,34.09839016905807
0,1,-7.772573926915808,21.349016348832603,30.641087481981025
0,1,-6.056772882125932,19.63285479277356,26.976225742348618
0,1,-5.6820594449085675,19.257587038540358,24.16848755753973
0,1,-4.0464156266462865,17.62213620347011,21.64883239950539
0,1,-6.036706154644836,19.612446645935584,19.20622154225507
0,1,-4.130451702940293,17.70616247155273,16.50401748939204
0,1,-3.792270439400271,17.367976267764895,14.64261841969733
0,1,-2.1923433413040936,15.768063621671947,13.121063754644338
0,1,-1.3842617917633628,14.959978696937023,12.195371539278716
0,1,-0.12839997396060987,13.704115152230685,11.730327207139924
0,1,-2.0908756087350433,15.666588627150778,11.275002732355313
0,1,-0.3714740928797369,13.947193405063922,10.518845102345821
0,1,-1.1502053330190254,14.725921974594662,10.130754732275346
0,1,0.5878000554353147,12.994813273965818,10.108379230818377
0,1,-1.3982946576739899,14.978120862633359,9.85996348954686
0,1,0.8048606189027545,12.786735285617947,9.740995650039872
0,1,-0.9849802313311233,14.584923530565327,9.82079225497345
0,1,0.547710081660524,13.054529875651616,9.547415399109266
0,1,-0.39262681009627265,13.991108714083074,9.620320084166485
0,1,0.17247963369459107,13.42679859942708,9.73308094191357
0,1,0.24584745961753107,13.355183692022848,9.748184719358674
0,1,0.07010896748557371,13.530542886390618,9.814457881986609
0,1,0.10901908669307225,13.49320846297613,9.881455777934784
0,1,0.1341152159741661,13.467374821820576,9.937641524522219
0,1,0.11094730910669881,13.490650377921707,9.996294114436045
0,1,0.11654400045754265,13.485129947494462,10.057061794821744
0,1,0.120997458489569,13.480519157424544,10.11565781373567
0,1,0.11807953165792107,13.483468136300665,10.175065763027689
0,1,0.11848761029845534,13.483073094653497,10.23453929906781
0,1,0.11901750398037692,13.482529794971766,10.293827131761319
